no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets_value,loan_to_asset_ratio
4,Graduate,Yes,7200000,26000000,6,571,4700000,0,22600000,4200000,1,3.611111111111111,31500000,0.8253968253968254
2,Not Graduate,Yes,2500000,6400000,6,708,6900000,200000,9900000,3500000,1,2.56,20500000,0.3121951219512195
2,Not Graduate,No,5500000,19600000,16,328,2400000,4800000,10900000,3700000,0,3.5636363636363635,21800000,0.8990825688073395
3,Graduate,Yes,9200000,33500000,8,564,20800000,15200000,29800000,11400000,1,3.641304347826087,77200000,0.4339378238341969
3,Not Graduate,No,9000000,19000000,8,693,18300000,4500000,29600000,7200000,1,2.111111111111111,59600000,0.3187919463087248
4,Not Graduate,Yes,5900000,15000000,14,626,16400000,4600000,17600000,8200000,1,2.542372881355932,46800000,0.32051282051282054
4,Graduate,No,5600000,15600000,12,470,9900000,10700000,14600000,7000000,0,2.7857142857142856,42200000,0.3696682464454976
2,Not Graduate,Yes,3200000,12500000,8,849,400000,5300000,10400000,4400000,1,3.90625,20500000,0.6097560975609756
5,Not Graduate,No,9100000,27800000,16,547,21900000,7000000,31900000,9400000,0,3.0549450549450547,70200000,0.396011396011396
0,Not Graduate,Yes,4600000,15100000,2,417,5600000,3900000,11800000,6600000,1,3.282608695652174,27900000,0.5412186379928315
4,Graduate,No,7300000,14900000,2,358,13600000,12300000,20400000,7300000,0,2.041095890410959,53600000,0.27798507462686567
5,Not Graduate,Yes,1300000,3100000,16,826,200000,1700000,5100000,1400000,1,2.3846153846153846,8400000,0.36904761904761907
0,Not Graduate,No,1800000,4200000,6,836,1300000,1900000,6800000,2000000,1,2.3333333333333335,12000000,0.35
3,Graduate,No,500000,1700000,10,509,400000,300000,1400000,300000,0,3.4,2400000,0.7083333333333334
2,Not Graduate,Yes,5700000,20500000,20,581,15200000,7800000,11400000,8500000,1,3.5964912280701755,42900000,0.47785547785547783
4,Graduate,No,300000,1100000,4,359,100000,0,1000000,200000,1,3.6666666666666665,1300000,0.8461538461538461
5,Graduate,Yes,2100000,7100000,10,517,1200000,2900000,5400000,1400000,0,3.380952380952381,10900000,0.6513761467889908
1,Not Graduate,Yes,5700000,20100000,14,442,11700000,7300000,17900000,6500000,0,3.526315789473684,43400000,0.4631336405529954
1,Not Graduate,Yes,1100000,2700000,16,346,1900000,300000,2200000,800000,0,2.4545454545454546,5200000,0.5192307692307693
5,Graduate,No,9300000,34000000,6,742,4200000,600000,32800000,8200000,1,3.6559139784946235,45800000,0.74235807860262
1,Graduate,Yes,3500000,8100000,10,626,7100000,5500000,7200000,2900000,1,2.3142857142857145,22700000,0.3568281938325991
0,Not Graduate,Yes,8200000,28800000,4,619,9000000,1100000,23000000,6300000,1,3.5121951219512195,39400000,0.7309644670050761
2,Not Graduate,Yes,7500000,17900000,20,734,9100000,5500000,23000000,4900000,1,2.3866666666666667,42500000,0.4211764705882353
1,Graduate,Yes,7000000,25600000,6,420,15100000,11500000,15300000,8700000,0,3.657142857142857,50600000,0.5059288537549407
5,Not Graduate,Yes,3900000,8300000,18,600,3900000,600000,10400000,5600000,1,2.128205128205128,20500000,0.40487804878048783
3,Graduate,Yes,4700000,13200000,12,440,4000000,3300000,16600000,4300000,0,2.8085106382978724,28200000,0.46808510638297873
5,Not Graduate,Yes,1700000,5200000,16,820,1700000,1200000,4000000,1000000,1,3.0588235294117645,7900000,0.6582278481012658
0,Graduate,No,2500000,7800000,8,437,5800000,0,5800000,3300000,0,3.12,14900000,0.5234899328859061
1,Not Graduate,Yes,400000,1400000,12,468,700000,0,1500000,400000,0,3.5,2600000,0.5384615384615384
0,Not Graduate,Yes,2400000,9100000,8,368,2200000,200000,5600000,3300000,0,3.7916666666666665,11300000,0.8053097345132744
4,Graduate,No,5700000,21900000,2,871,3200000,1700000,14400000,6100000,1,3.8421052631578947,25400000,0.8622047244094488
1,Graduate,No,9800000,37900000,4,816,21800000,12200000,26100000,8500000,1,3.86734693877551,68600000,0.5524781341107872
5,Graduate,No,9000000,32800000,4,773,10600000,4100000,18900000,11500000,1,3.6444444444444444,45100000,0.7272727272727273
3,Not Graduate,No,800000,3000000,14,576,1200000,1300000,2600000,400000,1,3.75,5500000,0.5454545454545454
1,Graduate,No,1600000,4500000,14,673,1900000,2700000,3700000,1300000,1,2.8125,9600000,0.46875
0,Graduate,Yes,9800000,34100000,20,760,21500000,9400000,33400000,13600000,1,3.479591836734694,77900000,0.43774069319640563
5,Not Graduate,Yes,2900000,7500000,12,678,3400000,3000000,10900000,3700000,1,2.586206896551724,21000000,0.35714285714285715
4,Not Graduate,Yes,3900000,12000000,14,893,6000000,4700000,12900000,5200000,1,3.076923076923077,28800000,0.4166666666666667
0,Graduate,Yes,3300000,9000000,18,754,6100000,3900000,6900000,4700000,1,2.727272727272727,21600000,0.4166666666666667
3,Graduate,Yes,700000,2200000,8,617,1600000,400000,2400000,900000,1,3.142857142857143,5300000,0.41509433962264153
3,Not Graduate,Yes,8400000,29500000,20,661,14600000,3400000,28900000,10900000,1,3.511904761904762,57800000,0.5103806228373703
1,Graduate,Yes,4000000,12100000,12,356,10500000,2500000,15600000,5000000,0,3.025,33600000,0.3601190476190476
0,Not Graduate,Yes,1900000,6300000,16,811,1100000,100000,5100000,1900000,1,3.3157894736842106,8200000,0.7682926829268293
0,Not Graduate,No,3900000,14600000,2,730,9200000,4000000,14600000,5400000,1,3.7435897435897436,33200000,0.4397590361445783
5,Not Graduate,No,7400000,18000000,2,792,5300000,9400000,19900000,5300000,1,2.4324324324324325,39900000,0.45112781954887216
5,Not Graduate,Yes,5900000,16000000,6,798,15900000,5000000,12300000,3100000,1,2.711864406779661,36300000,0.44077134986225897
2,Not Graduate,No,1400000,2900000,12,490,600000,1600000,5500000,1300000,0,2.0714285714285716,9000000,0.32222222222222224
2,Graduate,Yes,1800000,5500000,6,448,2900000,300000,5600000,1300000,0,3.0555555555555554,10100000,0.5445544554455446
0,Graduate,Yes,1000000,3100000,6,525,1900000,1700000,2800000,1400000,0,3.1,7800000,0.3974358974358974
1,Graduate,No,7400000,19200000,20,415,2200000,4800000,29200000,7000000,0,2.5945945945945947,43200000,0.4444444444444444
5,Graduate,No,2700000,10600000,16,496,800000,2900000,9700000,2400000,0,3.925925925925926,15800000,0.6708860759493671
1,Not Graduate,Yes,3600000,13100000,8,543,2900000,100000,9900000,2700000,0,3.638888888888889,15600000,0.8397435897435898
5,Graduate,No,7000000,18400000,12,520,4700000,11900000,17000000,3800000,0,2.6285714285714286,37400000,0.4919786096256685
4,Not Graduate,Yes,5000000,18000000,14,307,5300000,5600000,12800000,3300000,0,3.6,27000000,0.6666666666666666
2,Graduate,No,1800000,5700000,14,502,1400000,1100000,4400000,1300000,0,3.1666666666666665,8200000,0.6951219512195121
2,Graduate,Yes,4700000,12000000,6,505,3400000,3800000,18000000,2300000,0,2.5531914893617023,27500000,0.43636363636363634
2,Not Graduate,Yes,6700000,23100000,4,304,14400000,7100000,24300000,10000000,1,3.4477611940298507,55800000,0.41397849462365593
5,Not Graduate,No,5800000,17500000,10,719,5800000,1900000,12400000,3100000,1,3.0172413793103448,23200000,0.7543103448275862
0,Graduate,Yes,5900000,22700000,18,855,13400000,6300000,14500000,4000000,1,3.847457627118644,38200000,0.5942408376963351
4,Not Graduate,No,6000000,15800000,18,593,6800000,4800000,13200000,6400000,1,2.6333333333333333,31200000,0.5064102564102564
1,Not Graduate,Yes,700000,1400000,10,523,700000,1100000,1600000,900000,0,2.0,4300000,0.32558139534883723
0,Not Graduate,Yes,3700000,13100000,14,385,10600000,6800000,9200000,4900000,0,3.5405405405405403,31500000,0.4158730158730159
0,Graduate,Yes,7100000,19300000,6,783,3900000,4800000,21800000,5000000,1,2.7183098591549295,35500000,0.543661971830986
5,Graduate,Yes,1100000,3900000,2,538,400000,1300000,4300000,1600000,1,3.5454545454545454,7600000,0.5131578947368421
3,Not Graduate,Yes,9500000,20100000,2,506,16800000,800000,32700000,11000000,0,2.1157894736842104,61300000,0.3278955954323002
4,Not Graduate,Yes,2200000,8600000,2,461,1400000,3000000,4700000,2100000,1,3.909090909090909,11200000,0.7678571428571429
4,Not Graduate,Yes,5500000,20000000,8,666,3800000,4700000,18000000,7900000,1,3.6363636363636362,34400000,0.5813953488372093
3,Not Graduate,Yes,4400000,16300000,20,561,5500000,8000000,12000000,4000000,1,3.7045454545454546,29500000,0.5525423728813559
5,Not Graduate,No,5000000,10800000,10,345,12300000,5000000,14100000,6300000,0,2.16,37700000,0.2864721485411141
4,Not Graduate,Yes,6100000,12500000,14,862,11300000,1500000,21900000,6800000,1,2.0491803278688523,41500000,0.30120481927710846
3,Not Graduate,No,8100000,22300000,10,686,20400000,8700000,19200000,6200000,1,2.753086419753086,54500000,0.4091743119266055
4,Graduate,Yes,7000000,19600000,8,708,17600000,2600000,24300000,4500000,1,2.8,49000000,0.4
4,Not Graduate,No,5600000,14800000,20,656,9600000,9200000,11600000,6500000,1,2.642857142857143,36900000,0.4010840108401084
4,Graduate,No,1800000,7000000,14,743,2600000,1000000,4500000,1500000,1,3.888888888888889,9600000,0.7291666666666666
2,Graduate,No,3600000,12100000,14,408,10100000,4200000,13000000,5400000,0,3.361111111111111,32700000,0.37003058103975534
5,Graduate,No,600000,1300000,14,408,1000000,300000,1600000,900000,0,2.1666666666666665,3800000,0.34210526315789475
1,Graduate,Yes,4900000,16500000,12,439,7500000,1400000,10300000,7200000,0,3.36734693877551,26400000,0.625
3,Graduate,Yes,3000000,7100000,6,415,2000000,5700000,9500000,2500000,0,2.3666666666666667,19700000,0.3604060913705584
0,Not Graduate,Yes,3800000,10600000,12,490,3300000,6500000,14400000,3100000,0,2.789473684210526,27300000,0.3882783882783883
1,Graduate,Yes,7600000,30000000,16,884,13300000,3600000,17200000,10800000,1,3.9473684210526314,44900000,0.6681514476614699
4,Graduate,No,7800000,25400000,18,425,3000000,14000000,30500000,7200000,0,3.2564102564102564,54700000,0.4643510054844607
0,Graduate,No,6800000,21700000,20,730,17500000,1300000,18600000,3600000,1,3.1911764705882355,41000000,0.5292682926829269
4,Graduate,Yes,5900000,17300000,20,657,1500000,5600000,13000000,4100000,1,2.9322033898305087,24200000,0.7148760330578512
2,Not Graduate,No,4900000,16800000,10,480,2200000,8900000,12600000,2700000,0,3.4285714285714284,26400000,0.6363636363636364
3,Not Graduate,Yes,1100000,3100000,16,356,1300000,100000,3000000,1600000,0,2.8181818181818183,6000000,0.5166666666666667
1,Not Graduate,Yes,9800000,36000000,12,629,28000000,4100000,29800000,11200000,1,3.673469387755102,73100000,0.49247606019151846
1,Graduate,Yes,1200000,4700000,2,667,1100000,300000,4200000,800000,1,3.9166666666666665,6400000,0.734375
0,Not Graduate,No,4700000,11500000,18,559,7500000,0,18700000,2600000,1,2.4468085106382977,28800000,0.3993055555555556
4,Graduate,No,6700000,16000000,4,791,0,13000000,20700000,5200000,1,2.388059701492537,38900000,0.41131105398457585
0,Not Graduate,Yes,3700000,11300000,6,538,6200000,400000,10400000,5400000,0,3.054054054054054,22400000,0.5044642857142857
2,Graduate,No,7400000,16000000,20,358,16700000,5500000,26800000,4300000,0,2.1621621621621623,53300000,0.300187617260788
2,Not Graduate,No,3300000,11700000,14,439,4000000,6300000,8300000,1700000,0,3.5454545454545454,20300000,0.5763546798029556
2,Graduate,Yes,4800000,15300000,12,503,3300000,4000000,12000000,4300000,0,3.1875,23600000,0.6483050847457628
4,Graduate,Yes,4600000,11900000,6,810,11200000,8200000,17500000,5200000,1,2.5869565217391304,42100000,0.2826603325415677
1,Graduate,Yes,8000000,30600000,14,302,12700000,13100000,23900000,6800000,0,3.825,56500000,0.5415929203539823
0,Not Graduate,No,4100000,8800000,18,300,10900000,6400000,8600000,3500000,0,2.1463414634146343,29400000,0.29931972789115646
4,Not Graduate,No,2600000,7200000,16,612,1300000,1000000,5800000,1400000,1,2.769230769230769,9500000,0.7578947368421053
3,Not Graduate,No,1300000,5000000,6,686,2700000,2000000,4100000,900000,1,3.8461538461538463,9700000,0.5154639175257731
0,Graduate,Yes,2300000,4900000,12,409,3300000,2400000,4700000,3200000,0,2.130434782608696,13600000,0.3602941176470588
5,Graduate,No,300000,900000,6,492,800000,300000,700000,400000,0,3.0,2200000,0.4090909090909091
0,Graduate,Yes,7000000,21700000,20,498,6600000,5500000,14700000,3900000,0,3.1,30700000,0.7068403908794788
3,Not Graduate,Yes,4400000,10900000,18,611,8600000,6300000,8800000,3000000,1,2.477272727272727,26700000,0.40823970037453183
5,Not Graduate,Yes,5100000,11800000,6,776,7600000,400000,10500000,4400000,1,2.3137254901960786,22900000,0.5152838427947598
1,Not Graduate,No,5900000,13000000,6,779,10800000,11600000,13100000,6600000,1,2.2033898305084745,42100000,0.3087885985748218
3,Graduate,Yes,7800000,27200000,16,560,3600000,8100000,21800000,8600000,1,3.4871794871794872,42100000,0.6460807600950119
4,Graduate,Yes,2200000,5100000,6,308,3200000,2600000,6600000,3100000,0,2.3181818181818183,15500000,0.32903225806451614
4,Not Graduate,No,5400000,12600000,18,786,300000,2500000,21000000,6600000,1,2.3333333333333335,30400000,0.4144736842105263
1,Not Graduate,No,7400000,29100000,8,597,12100000,4800000,16300000,7000000,1,3.9324324324324325,40200000,0.7238805970149254
4,Graduate,No,5800000,12000000,12,811,9400000,8800000,14200000,3100000,1,2.0689655172413794,35500000,0.3380281690140845
1,Graduate,Yes,5800000,13000000,12,862,11300000,8400000,12000000,3900000,1,2.2413793103448274,35600000,0.3651685393258427
3,Not Graduate,Yes,4800000,14200000,12,369,3200000,200000,14000000,3000000,0,2.9583333333333335,20400000,0.696078431372549
1,Not Graduate,Yes,7400000,23900000,4,687,20800000,10900000,26100000,5600000,1,3.22972972972973,63400000,0.37697160883280756
0,Not Graduate,Yes,9600000,19600000,12,500,21500000,700000,37600000,10900000,0,2.0416666666666665,70700000,0.27722772277227725
2,Not Graduate,Yes,200000,500000,6,746,400000,0,500000,0,1,2.5,900000,0.5555555555555556
4,Not Graduate,No,700000,2100000,14,619,1900000,700000,2400000,1000000,1,3.0,6000000,0.35
2,Not Graduate,No,7600000,16700000,20,692,9900000,9600000,25100000,7400000,1,2.1973684210526314,52000000,0.3211538461538462
1,Not Graduate,Yes,1400000,3300000,18,321,900000,1500000,3000000,700000,0,2.357142857142857,6100000,0.5409836065573771
2,Not Graduate,Yes,3800000,15000000,14,730,10800000,2900000,10700000,3600000,1,3.9473684210526314,28000000,0.5357142857142857
3,Not Graduate,No,2700000,10800000,6,480,4400000,0,10300000,3500000,0,4.0,18200000,0.5934065934065934
2,Not Graduate,Yes,5000000,10700000,2,753,12600000,9000000,11500000,5700000,1,2.14,38800000,0.2757731958762887
4,Graduate,Yes,9000000,28900000,6,637,11300000,1200000,33000000,4800000,1,3.2111111111111112,50300000,0.5745526838966203
3,Graduate,No,3700000,9000000,6,483,9300000,400000,9900000,3600000,0,2.4324324324324325,23200000,0.3879310344827586
4,Not Graduate,Yes,300000,1100000,4,315,700000,100000,900000,100000,1,3.6666666666666665,1800000,0.6111111111111112
4,Graduate,No,1800000,4100000,8,777,2200000,2500000,3600000,1900000,1,2.2777777777777777,10200000,0.4019607843137255
2,Graduate,No,7900000,17700000,4,402,20900000,11800000,25600000,8400000,0,2.240506329113924,66700000,0.2653673163418291
4,Graduate,Yes,2100000,7700000,8,493,4300000,400000,4400000,1300000,0,3.6666666666666665,10400000,0.7403846153846154
0,Graduate,Yes,900000,3100000,4,355,1700000,100000,3000000,500000,1,3.4444444444444446,5300000,0.5849056603773585
3,Graduate,No,9900000,23600000,18,557,18300000,8600000,23000000,9100000,1,2.3838383838383836,59000000,0.4
0,Not Graduate,Yes,5600000,20000000,20,606,7100000,500000,20000000,7600000,1,3.5714285714285716,35200000,0.5681818181818182
1,Not Graduate,Yes,6000000,12200000,16,743,8800000,2600000,20600000,2900000,1,2.033333333333333,34900000,0.3495702005730659
5,Not Graduate,No,5700000,18400000,4,579,12800000,4000000,17200000,4900000,1,3.2280701754385963,38900000,0.4730077120822622
0,Graduate,Yes,9000000,33100000,20,734,2800000,5900000,25300000,10300000,1,3.6777777777777776,44300000,0.7471783295711061
0,Graduate,No,7300000,16100000,2,490,7600000,1400000,21800000,10700000,0,2.2054794520547945,41500000,0.38795180722891565
5,Graduate,No,5300000,20500000,16,802,11200000,7100000,21100000,4100000,1,3.8679245283018866,43500000,0.47126436781609193
1,Not Graduate,Yes,3500000,7400000,16,867,500000,6600000,9500000,2100000,1,2.1142857142857143,18700000,0.39572192513368987
0,Not Graduate,No,1000000,2200000,12,302,2200000,400000,3700000,1400000,0,2.2,7700000,0.2857142857142857
0,Not Graduate,No,5100000,19900000,12,867,1800000,7100000,18300000,5700000,1,3.9019607843137254,32900000,0.6048632218844985
0,Graduate,Yes,2900000,9900000,8,312,1800000,4500000,11200000,3700000,0,3.413793103448276,21200000,0.4669811320754717
3,Not Graduate,No,7600000,19100000,14,762,14800000,15000000,23500000,7300000,1,2.513157894736842,60600000,0.31518151815181517
5,Not Graduate,Yes,6000000,14700000,18,462,15400000,9700000,13800000,3500000,0,2.45,42400000,0.3466981132075472
1,Graduate,No,6300000,18200000,18,849,4300000,5800000,15500000,5200000,1,2.888888888888889,30800000,0.5909090909090909
3,Not Graduate,No,1900000,7400000,18,592,2300000,3000000,6000000,1800000,1,3.8947368421052633,13100000,0.5648854961832062
4,Graduate,No,600000,1400000,4,507,200000,300000,1700000,400000,0,2.3333333333333335,2600000,0.5384615384615384
2,Not Graduate,Yes,4100000,11400000,14,505,8100000,7500000,10100000,5500000,0,2.7804878048780486,31200000,0.36538461538461536
0,Not Graduate,Yes,800000,3200000,8,467,900000,400000,3100000,800000,0,4.0,5200000,0.6153846153846154
2,Not Graduate,No,6600000,22900000,16,543,2500000,11000000,26300000,8500000,0,3.4696969696969697,48300000,0.474120082815735
4,Graduate,Yes,300000,1100000,12,674,600000,0,800000,200000,1,3.6666666666666665,1600000,0.6875
3,Graduate,No,6100000,13500000,2,717,15700000,4200000,16100000,3400000,1,2.2131147540983607,39400000,0.3426395939086294
5,Not Graduate,Yes,4800000,17000000,10,666,6800000,5400000,12400000,2900000,1,3.5416666666666665,27500000,0.6181818181818182
4,Not Graduate,No,4500000,17300000,18,830,200000,4200000,12000000,2500000,1,3.8444444444444446,18900000,0.9153439153439153
2,Graduate,No,3800000,9400000,16,383,8300000,500000,9200000,2300000,0,2.473684210526316,20300000,0.4630541871921182
2,Graduate,Yes,7000000,18900000,8,584,13000000,13600000,20600000,5000000,1,2.7,52200000,0.3620689655172414
2,Not Graduate,No,4400000,14200000,18,799,6300000,7800000,10800000,2400000,1,3.227272727272727,27300000,0.5201465201465202
5,Graduate,No,5300000,19400000,6,510,14700000,7000000,13600000,3700000,0,3.660377358490566,39000000,0.49743589743589745
0,Not Graduate,Yes,2600000,5900000,6,572,5800000,3100000,7300000,3800000,1,2.269230769230769,20000000,0.295
3,Not Graduate,No,3300000,13100000,2,554,6000000,2500000,6700000,3800000,1,3.9696969696969697,19000000,0.6894736842105263
